medium location target_lum D1 D2 D3 D4 E1 E2 E3 E4 F1 F2 F3 F4 G1 G2 G3 G4 f2_refl f3_refl e3_refl start_int start_lum n_changes match_int match_lum
shadow f3 0.065 0.14117647 0.29411765 0.10196078 0.25490196 0.08235294 0.04705882 0.01568627 0.17647059 0.00784314 0.07058824 0.00392157 0.07058824 0.03921569 0.00392157 0.00392157 0.10196078 0.73 0.065 0.171 0.9337535386 466.297376389 26 0.015 7.4906925185
shadow e3 0.171 0.14117647 0.29411765 0.10196078 0.25490196 0.08235294 0.04705882 0.01568627 0.17647059 0.00784314 0.07058824 0.00392157 0.07058824 0.03921569 0.00392157 0.00392157 0.10196078 0.73 0.065 0.171 0.6020955362 300.674168557 11 0.0520955362 26.0154428802
shadow f2 0.73 0.14117647 0.29411765 0.10196078 0.25490196 0.08235294 0.04705882 0.01568627 0.17647059 0.00784314 0.07058824 0.00392157 0.07058824 0.03921569 0.00392157 0.00392157 0.10196078 0.73 0.065 0.171 0.0912659584 45.5763487759 7 0.4412659584 220.359174207
shadow f3 0.065 0.14117647 0.29411765 0.10196078 0.25490196 0.08235294 0.04705882 0.01568627 0.17647059 0.00784314 0.07058824 0.00392157 0.07058824 0.03921569 0.00392157 0.00392157 0.10196078 0.73 0.065 0.171 0.8968586071 447.872803875 25 0.02 9.9875900246
shadow e3 0.065 0.06666667 0.03921569 0.03529412 0.35686275 0.01568627 0.01568627 0.00392157 0.17647059 0.10588235 0.07058824 0.10196078 0.01568627 0.06666667 0.13333333 0.21960784 0.07058824 0.73 1.023 0.065 0.1210146071 60.432214147 7 0.01 4.9937950123
shadow f2 0.73 0.06666667 0.03921569 0.03529412 0.35686275 0.01568627 0.01568627 0.00392157 0.17647059 0.10588235 0.07058824 0.10196078 0.01568627 0.06666667 0.13333333 0.21960784 0.07058824 0.73 1.023 0.065 0.5744954162 286.89123441 7 0.2244954162 112.108408979
shadow f3 1.023 0.06666667 0.03921569 0.03529412 0.35686275 0.01568627 0.01568627 0.00392157 0.17647059 0.10588235 0.07058824 0.10196078 0.01568627 0.06666667 0.13333333 0.21960784 0.07058824 0.73 1.023 0.065 0.7743835214 386.711256678 8 0.3743835214 186.959456185
shadow e3 0.065 0.06666667 0.03921569 0.03529412 0.35686275 0.01568627 0.01568627 0.00392157 0.17647059 0.10588235 0.07058824 0.10196078 0.01568627 0.06666667 0.13333333 0.21960784 0.07058824 0.73 1.023 0.065 0.7665436458 382.796183511 16 0.0115436458 5.7646600818
shadow f2 0.73 0.06666667 0.03921569 0.03529412 0.35686275 0.01568627 0.01568627 0.00392157 0.17647059 0.10588235 0.07058824 0.10196078 0.01568627 0.06666667 0.13333333 0.21960784 0.07058824 0.73 1.023 0.065 0.179281541 89.5295265007 26 0.224281541 112.001604056
shadow f3 1.023 0.06666667 0.03921569 0.03529412 0.35686275 0.01568627 0.01568627 0.00392157 0.17647059 0.10588235 0.07058824 0.10196078 0.01568627 0.06666667 0.13333333 0.21960784 0.07058824 0.73 1.023 0.065 0.1064179186 53.1429271215 5 0.3564179186 177.987802429
shadow e3 0.49 0.02352941 0.09803922 0.15294118 0.61960784 0.08235294 0.22352941 0.04705882 0.04705882 0.00784314 0.10196078 0.00784314 0.10196078 0.03921569 0.02745098 0.10196078 0.00392157 1.023 0.092 0.49 0.9180901607 458.47540654 15 0.1680901607 83.9407806162
shadow f2 1.023 0.02352941 0.09803922 0.15294118 0.61960784 0.08235294 0.22352941 0.04705882 0.04705882 0.00784314 0.10196078 0.00784314 0.10196078 0.03921569 0.02745098 0.10196078 0.00392157 1.023 0.092 0.49 0.1504456818 75.1294895532 9 0.4004456818 199.974364861
shadow f3 0.092 0.02352941 0.09803922 0.15294118 0.61960784 0.08235294 0.22352941 0.04705882 0.04705882 0.00784314 0.10196078 0.00784314 0.10196078 0.03921569 0.02745098 0.10196078 0.00392157 1.023 0.092 0.49 0.0627333963 31.3277721353 19 0.025 12.4844875308
shadow e3 0.49 0.02352941 0.09803922 0.15294118 0.61960784 0.08235294 0.22352941 0.04705882 0.04705882 0.00784314 0.10196078 0.00784314 0.10196078 0.03921569 0.02745098 0.10196078 0.00392157 1.023 0.092 0.49 0.7469775452 373.025273932 20 0.1269775452 63.4099831687
shadow f2 1.023 0.02352941 0.09803922 0.15294118 0.61960784 0.08235294 0.22352941 0.04705882 0.04705882 0.00784314 0.10196078 0.00784314 0.10196078 0.03921569 0.02745098 0.10196078 0.00392157 1.023 0.092 0.49 0.6610638372 330.121729309 7 0.3110638372 155.338903878
shadow f3 0.092 0.02352941 0.09803922 0.15294118 0.61960784 0.08235294 0.22352941 0.04705882 0.04705882 0.00784314 0.10196078 0.00784314 0.10196078 0.03921569 0.02745098 0.10196078 0.00392157 1.023 0.092 0.49 0.4390216184 219.23839683 17 0.015 7.4906925185
shadow e3 0.73 0.30980392 0.00784314 0.21568627 0.10588235 0.2 0.00784314 0.07058824 0.04705882 0.00784314 0.10196078 0.02745098 0.17647059 0.00784314 0.00784314 0.04705882 0.21960784 1.023 0.305 0.73 0.3524573269 176.009964112 8 0.2524573269 126.072013989
shadow f2 1.023 0.30980392 0.00784314 0.21568627 0.10588235 0.2 0.00784314 0.07058824 0.04705882 0.00784314 0.10196078 0.02745098 0.17647059 0.00784314 0.00784314 0.04705882 0.21960784 1.023 0.305 0.73 0.5822648852 290.771147979 8 0.2822648852 140.95729761
shadow f3 0.305 0.30980392 0.00784314 0.21568627 0.10588235 0.2 0.00784314 0.07058824 0.04705882 0.00784314 0.10196078 0.02745098 0.17647059 0.00784314 0.00784314 0.04705882 0.21960784 1.023 0.305 0.73 0.7173616113 358.235683647 12 0.1173616113 58.6079829083
shadow e3 0.73 0.30980392 0.00784314 0.21568627 0.10588235 0.2 0.00784314 0.07058824 0.04705882 0.00784314 0.10196078 0.02745098 0.17647059 0.00784314 0.00784314 0.04705882 0.21960784 1.023 0.305 0.73 0.237609579 118.657353065 3 0.287609579 143.626328127
shadow f2 1.023 0.30980392 0.00784314 0.21568627 0.10588235 0.2 0.00784314 0.07058824 0.04705882 0.00784314 0.10196078 0.02745098 0.17647059 0.00784314 0.00784314 0.04705882 0.21960784 1.023 0.305 0.73 0.3313246265 165.456726703 1 0.2813246265 140.487751642
shadow f3 0.305 0.30980392 0.00784314 0.21568627 0.10588235 0.2 0.00784314 0.07058824 0.04705882 0.00784314 0.10196078 0.02745098 0.17647059 0.00784314 0.00784314 0.04705882 0.21960784 1.023 0.305 0.73 0.7632013157 381.127092368 13 0.1132013157 56.5304165674
shadow e3 1.023 0.06666667 0.03921569 0.47058824 0.25490196 0.2 0.01568627 0.10196078 0.00392157 0.00392157 0.13333333 0.00784314 0.10196078 0.00784314 0.00392157 0.00784314 0.00784314 1.369 0.092 1.023 0.6534156632 326.302387963 10 0.3534156632 176.488537594
shadow f2 1.369 0.06666667 0.03921569 0.47058824 0.25490196 0.2 0.01568627 0.10196078 0.00392157 0.00392157 0.13333333 0.00784314 0.10196078 0.00784314 0.00392157 0.00784314 0.00784314 1.369 0.092 1.023 0.7156452522 357.378569126 14 0.0156452522 7.8129182637
shadow f3 0.092 0.06666667 0.03921569 0.47058824 0.25490196 0.2 0.01568627 0.10196078 0.00392157 0.00392157 0.13333333 0.00784314 0.10196078 0.00784314 0.00392157 0.00784314 0.00784314 1.369 0.092 1.023 0.0865215945 43.2071107149 7 0.025 12.4844875308
shadow e3 1.023 0.06666667 0.03921569 0.47058824 0.25490196 0.2 0.01568627 0.10196078 0.00392157 0.00392157 0.13333333 0.00784314 0.10196078 0.00784314 0.00392157 0.00784314 0.00784314 1.369 0.092 1.023 0.0927590812 46.3219837237 13 0.2427590812 121.228908908
shadow f2 1.369 0.06666667 0.03921569 0.47058824 0.25490196 0.2 0.01568627 0.10196078 0.00392157 0.00392157 0.13333333 0.00784314 0.10196078 0.00784314 0.00392157 0.00784314 0.00784314 1.369 0.092 1.023 0.8436569136 421.304968747 10 0.5436569136 271.491118377
shadow f3 0.092 0.06666667 0.03921569 0.47058824 0.25490196 0.2 0.01568627 0.10196078 0.00392157 0.00392157 0.13333333 0.00784314 0.10196078 0.00784314 0.00392157 0.00784314 0.00784314 1.369 0.092 1.023 0.8231110067 411.044764 16 0.0231110067 11.5411630144
shadow e3 1.768 0.14117647 0.03921569 0.15294118 0.01960784 0.01568627 0.10196078 0.17647059 0.00784314 0.14117647 0.13333333 0.21960784 0.07058824 0.30196078 0.21960784 0.02745098 0.01568627 1.369 2.22 1.768 0.7476668839 373.369515583 6 0.5476668839 273.493615337
shadow f2 1.369 0.14117647 0.03921569 0.15294118 0.01960784 0.01568627 0.10196078 0.17647059 0.00784314 0.14117647 0.13333333 0.21960784 0.07058824 0.30196078 0.21960784 0.02745098 0.01568627 1.369 2.22 1.768 0.8336480886 416.306766678 10 0.3336480886 166.617016062
shadow f3 2.22 0.14117647 0.03921569 0.15294118 0.01960784 0.01568627 0.10196078 0.17647059 0.00784314 0.14117647 0.13333333 0.21960784 0.07058824 0.30196078 0.21960784 0.02745098 0.01568627 1.369 2.22 1.768 0.5695516394 284.422413604 0 0.5695516394 284.422413604
shadow e3 1.768 0.14117647 0.03921569 0.15294118 0.01960784 0.01568627 0.10196078 0.17647059 0.00784314 0.14117647 0.13333333 0.21960784 0.07058824 0.30196078 0.21960784 0.02745098 0.01568627 1.369 2.22 1.768 0.5880874862 293.678835558 3 0.4380874862 218.771910373
shadow f2 1.369 0.14117647 0.03921569 0.15294118 0.01960784 0.01568627 0.10196078 0.17647059 0.00784314 0.14117647 0.13333333 0.21960784 0.07058824 0.30196078 0.21960784 0.02745098 0.01568627 1.369 2.22 1.768 0.7962664826 397.639158932 9 0.3462664826 172.918383378
shadow f3 2.22 0.14117647 0.03921569 0.15294118 0.01960784 0.01568627 0.10196078 0.17647059 0.00784314 0.14117647 0.13333333 0.21960784 0.07058824 0.30196078 0.21960784 0.02745098 0.01568627 1.369 2.22 1.768 0.1878847365 93.8257859897 12 0.5878847365 293.577586482
shadow e3 0.171 0.06666667 0.23529412 0.0627451 0.01960784 0.11372549 0.00784314 0.01568627 0.13333333 0.18431373 0.17647059 0.00392157 0.00784314 0.06666667 0.00392157 0.00392157 0.10196078 1.768 0.065 0.171 0.9379222208 468.379130796 21 0.0529222208 26.4282722058
shadow f2 1.768 0.06666667 0.23529412 0.0627451 0.01960784 0.11372549 0.00784314 0.01568627 0.13333333 0.18431373 0.17647059 0.00392157 0.00784314 0.06666667 0.00392157 0.00392157 0.10196078 1.768 0.065 0.171 0.7183135691 358.711071859 6 0.4183135691 208.897221489
shadow f3 0.065 0.06666667 0.23529412 0.0627451 0.01960784 0.11372549 0.00784314 0.01568627 0.13333333 0.18431373 0.17647059 0.00392157 0.00784314 0.06666667 0.00392157 0.00392157 0.10196078 1.768 0.065 0.171 0.8374803489 418.220518947 31 0.01 4.9937950123
shadow e3 0.171 0.06666667 0.23529412 0.0627451 0.01960784 0.11372549 0.00784314 0.01568627 0.13333333 0.18431373 0.17647059 0.00392157 0.00784314 0.06666667 0.00392157 0.00392157 0.10196078 1.768 0.065 0.171 0.0126625279 6.3234068844 9 0.08 39.9503600985
shadow f2 1.768 0.06666667 0.23529412 0.0627451 0.01960784 0.11372549 0.00784314 0.01568627 0.13333333 0.18431373 0.17647059 0.00392157 0.00784314 0.06666667 0.00392157 0.00392157 0.10196078 1.768 0.065 0.171 0.9283075087 463.5777407 8 0.5283075087 263.825940208
shadow f3 0.065 0.06666667 0.23529412 0.0627451 0.01960784 0.11372549 0.00784314 0.01568627 0.13333333 0.18431373 0.17647059 0.00392157 0.00784314 0.06666667 0.00392157 0.00392157 0.10196078 1.768 0.065 0.171 0.5339111966 266.624307037 14 0.0139111966 6.9469663968
shadow e3 0.065 0.10196078 0.03921569 0.29019608 0.61960784 0.08235294 0.00784314 0.00392157 0.00392157 0.05098039 0.17647059 0.13333333 0.02745098 0.06666667 0.21960784 0.01568627 0.13333333 1.768 1.369 0.065 0.0597734442 29.8496327402 4 0 0
shadow f2 1.768 0.10196078 0.03921569 0.29019608 0.61960784 0.08235294 0.00784314 0.00392157 0.00392157 0.05098039 0.17647059 0.13333333 0.02745098 0.06666667 0.21960784 0.01568627 0.13333333 1.768 1.369 0.065 0.8823449673 440.62498966 8 0.4823449673 240.873189168
shadow f3 1.369 0.10196078 0.03921569 0.29019608 0.61960784 0.08235294 0.00784314 0.00392157 0.00392157 0.05098039 0.17647059 0.13333333 0.02745098 0.06666667 0.21960784 0.01568627 0.13333333 1.768 1.369 0.065 0.2907237255 145.181469019 3 0.3407237255 170.15044408
shadow e3 0.065 0.10196078 0.03921569 0.29019608 0.61960784 0.08235294 0.00784314 0.00392157 0.00392157 0.05098039 0.17647059 0.13333333 0.02745098 0.06666667 0.21960784 0.01568627 0.13333333 1.768 1.369 0.065 0.3695915907 184.566464232 8 0 0
shadow f2 1.768 0.10196078 0.03921569 0.29019608 0.61960784 0.08235294 0.00784314 0.00392157 0.00392157 0.05098039 0.17647059 0.13333333 0.02745098 0.06666667 0.21960784 0.01568627 0.13333333 1.768 1.369 0.065 0.097361242 48.6202084567 15 0.55 274.658725677
shadow f3 1.369 0.10196078 0.03921569 0.29019608 0.61960784 0.08235294 0.00784314 0.00392157 0.00392157 0.05098039 0.17647059 0.13333333 0.02745098 0.06666667 0.21960784 0.01568627 0.13333333 1.768 1.369 0.065 0.2283445801 114.030602521 5 0.3783445801 188.937527706
shadow e3 1.023 0.02352941 0.01176471 0.03529412 0.78039216 0.03137255 0.00392157 0.10196078 0.01568627 0.23137255 0.21960784 0.02745098 0.00784314 0.30196078 0.04705882 0.07058824 0.01568627 2.22 0.305 1.023 0.305462136 152.541529126 4 0.305462136 152.541529126
shadow f2 2.22 0.02352941 0.01176471 0.03529412 0.78039216 0.03137255 0.00392157 0.10196078 0.01568627 0.23137255 0.21960784 0.02745098 0.00784314 0.30196078 0.04705882 0.07058824 0.01568627 2.22 0.305 1.023 0.7027714217 350.949642045 3 0.5527714217 276.04271686
shadow f3 0.305 0.02352941 0.01176471 0.03529412 0.78039216 0.03137255 0.00392157 0.10196078 0.01568627 0.23137255 0.21960784 0.02745098 0.00784314 0.30196078 0.04705882 0.07058824 0.01568627 2.22 0.305 1.023 0.6006566603 299.955623435 10 0.1006566603 50.265872819
shadow e3 1.023 0.02352941 0.01176471 0.03529412 0.78039216 0.03137255 0.00392157 0.10196078 0.01568627 0.23137255 0.21960784 0.02745098 0.00784314 0.30196078 0.04705882 0.07058824 0.01568627 2.22 0.305 1.023 0.1141150233 56.986703442 14 0.4141150233 206.800553811
shadow f2 2.22 0.02352941 0.01176471 0.03529412 0.78039216 0.03137255 0.00392157 0.10196078 0.01568627 0.23137255 0.21960784 0.02745098 0.00784314 0.30196078 0.04705882 0.07058824 0.01568627 2.22 0.305 1.023 0.3572309776 178.393827424 6 0.5572309776 278.26972767
shadow f3 0.305 0.02352941 0.01176471 0.03529412 0.78039216 0.03137255 0.00392157 0.10196078 0.01568627 0.23137255 0.21960784 0.02745098 0.00784314 0.30196078 0.04705882 0.07058824 0.01568627 2.22 0.305 1.023 0.8474992174 423.223736488 22 0.1174992174 58.6767005891
shadow e3 1.768 0.14117647 0.1372549 0.01568627 0.16862745 0.01568627 0.01568627 0.17647059 0.17647059 0.05098039 0.21960784 0.04705882 0.02745098 0.1372549 0.04705882 0.07058824 0.07058824 2.22 0.49 1.768 0.4176750277 208.578346992 2 0.3176750277 158.640396869
shadow f2 2.22 0.14117647 0.1372549 0.01568627 0.16862745 0.01568627 0.01568627 0.17647059 0.17647059 0.05098039 0.21960784 0.04705882 0.02745098 0.1372549 0.04705882 0.07058824 0.07058824 2.22 0.49 1.768 0.5991872781 299.221844088 6 0.4991872781 249.283893965
shadow f3 0.49 0.14117647 0.1372549 0.01568627 0.16862745 0.01568627 0.01568627 0.17647059 0.17647059 0.05098039 0.21960784 0.04705882 0.02745098 0.1372549 0.04705882 0.07058824 0.07058824 2.22 0.49 1.768 0.7203949972 359.7504944 12 0.1203949972 60.1227936615
shadow e3 1.768 0.14117647 0.1372549 0.01568627 0.16862745 0.01568627 0.01568627 0.17647059 0.17647059 0.05098039 0.21960784 0.04705882 0.02745098 0.1372549 0.04705882 0.07058824 0.07058824 2.22 0.49 1.768 0.4748907072 237.150684503 2 0.3748907072 187.21273438
shadow f2 2.22 0.14117647 0.1372549 0.01568627 0.16862745 0.01568627 0.01568627 0.17647059 0.17647059 0.05098039 0.21960784 0.04705882 0.02745098 0.1372549 0.04705882 0.07058824 0.07058824 2.22 0.49 1.768 0.3151266187 157.367773662 7 0.6651266187 332.150599093
shadow f3 0.49 0.14117647 0.1372549 0.01568627 0.16862745 0.01568627 0.01568627 0.17647059 0.17647059 0.05098039 0.21960784 0.04705882 0.02745098 0.1372549 0.04705882 0.07058824 0.07058824 2.22 0.49 1.768 0.5002949011 249.837018182 7 0.1502949011 75.0541927511
transp_dark e3 0.092 0.04705882 0.14117647 0.14509804 0.07843137 0.03529412 0.03137255 0.03137255 0.03921569 0.11372549 0.03137255 0.03921569 0.15686275 0.11764706 0.09411765 0.15294118 0.07843137 0.065 0.171 0.092 0.1691238767 84.456997183 2 0.0691238767 34.5190470599
transp_dark f2 0.065 0.04705882 0.14117647 0.14509804 0.07843137 0.03529412 0.03137255 0.03137255 0.03921569 0.11372549 0.03137255 0.03921569 0.15686275 0.11764706 0.09411765 0.15294118 0.07843137 0.065 0.171 0.092 0.3542137345 176.887078055 6 0.0542137345 27.0732276854
transp_dark f3 0.171 0.04705882 0.14117647 0.14509804 0.07843137 0.03529412 0.03137255 0.03137255 0.03921569 0.11372549 0.03137255 0.03921569 0.15686275 0.11764706 0.09411765 0.15294118 0.07843137 0.065 0.171 0.092 0.6343650168 316.788885695 10 0.1343650168 67.0991350796
transp_dark e3 0.092 0.04705882 0.14117647 0.14509804 0.07843137 0.03529412 0.03137255 0.03137255 0.03921569 0.11372549 0.03137255 0.03921569 0.15686275 0.11764706 0.09411765 0.15294118 0.07843137 0.065 0.171 0.092 0.0363725402 18.1637009696 0 0.0363725402 18.1637009696
transp_dark f2 0.065 0.04705882 0.14117647 0.14509804 0.07843137 0.03529412 0.03137255 0.03137255 0.03921569 0.11372549 0.03137255 0.03921569 0.15686275 0.11764706 0.09411765 0.15294118 0.07843137 0.065 0.171 0.092 0.0462814219 23.1119933828 0 0.0462814219 23.1119933828
transp_dark f3 0.171 0.04705882 0.14117647 0.14509804 0.07843137 0.03529412 0.03137255 0.03137255 0.03921569 0.11372549 0.03137255 0.03921569 0.15686275 0.11764706 0.09411765 0.15294118 0.07843137 0.065 0.171 0.092 0.1287064858 64.2733806879 0 0.1287064858 64.2733806879
transp_dark e3 0.305 0.09019608 0.11372549 0.09411765 0.12156863 0.11372549 0.03137255 0.04705882 0.03137255 0.16862745 0.03137255 0.18039216 0.0627451 0.04705882 0.03921569 0.04705882 0.15686275 0.065 2.22 0.305 0.2021850991 100.967093923 2 0.1021850991 51.0291438
transp_dark f2 0.065 0.09019608 0.11372549 0.09411765 0.12156863 0.11372549 0.03137255 0.04705882 0.03137255 0.16862745 0.03137255 0.18039216 0.0627451 0.04705882 0.03921569 0.04705882 0.15686275 0.065 2.22 0.305 0.044903765 22.4240197914 0 0.044903765 22.4240197914
transp_dark f3 2.22 0.09019608 0.11372549 0.09411765 0.12156863 0.11372549 0.03137255 0.04705882 0.03137255 0.16862745 0.03137255 0.18039216 0.0627451 0.04705882 0.03921569 0.04705882 0.15686275 0.065 2.22 0.305 0.7588278356 378.943066042 5 0.5088278356 254.098190735
transp_dark e3 0.305 0.09019608 0.11372549 0.09411765 0.12156863 0.11372549 0.03137255 0.04705882 0.03137255 0.16862745 0.03137255 0.18039216 0.0627451 0.04705882 0.03921569 0.04705882 0.15686275 0.065 2.22 0.305 0.3907206599 195.117888246 5 0.1407206599 70.2730129378
transp_dark f2 0.065 0.09019608 0.11372549 0.09411765 0.12156863 0.11372549 0.03137255 0.04705882 0.03137255 0.16862745 0.03137255 0.18039216 0.0627451 0.04705882 0.03921569 0.04705882 0.15686275 0.065 2.22 0.305 0.3732323371 186.384578331 6 0.0732323371 36.5707279612
transp_dark f3 2.22 0.09019608 0.11372549 0.09411765 0.12156863 0.11372549 0.03137255 0.04705882 0.03137255 0.16862745 0.03137255 0.18039216 0.0627451 0.04705882 0.03921569 0.04705882 0.15686275 0.065 2.22 0.305 0.9790786487 488.931807242 6 0.6790786487 339.117956872
transp_dark e3 1.768 0.09019608 0.14117647 0.05882353 0.04705882 0.03529412 0.0745098 0.14901961 0.18431373 0.03529412 0.03137255 0.03137255 0.04705882 0.03137255 0.12156863 0.03137255 0.12941176 0.092 0.065 1.768 0.6535958035 326.392346335 4 0.4535958035 226.516446089
transp_dark f2 0.092 0.09019608 0.14117647 0.05882353 0.04705882 0.03529412 0.0745098 0.14901961 0.18431373 0.03529412 0.03137255 0.03137255 0.04705882 0.03137255 0.12156863 0.03137255 0.12941176 0.092 0.065 1.768 0.0686406909 34.2777539934 13 0.055 27.4658725677
transp_dark f3 0.065 0.09019608 0.14117647 0.05882353 0.04705882 0.03529412 0.0745098 0.14901961 0.18431373 0.03529412 0.03137255 0.03137255 0.04705882 0.03137255 0.12156863 0.03137255 0.12941176 0.092 0.065 1.768 0.7552384046 377.150577815 28 0.0402384046 20.0942344345
transp_dark e3 1.768 0.09019608 0.14117647 0.05882353 0.04705882 0.03529412 0.0745098 0.14901961 0.18431373 0.03529412 0.03137255 0.03137255 0.04705882 0.03137255 0.12156863 0.03137255 0.12941176 0.092 0.065 1.768 0.8715199421 435.219193989 7 0.5215199421 260.436368558
transp_dark f2 0.092 0.09019608 0.14117647 0.05882353 0.04705882 0.03529412 0.0745098 0.14901961 0.18431373 0.03529412 0.03137255 0.03137255 0.04705882 0.03137255 0.12156863 0.03137255 0.12941176 0.092 0.065 1.768 0.2373595993 118.532518314 4 0.0373595993 18.6566180679
transp_dark f3 0.065 0.09019608 0.14117647 0.05882353 0.04705882 0.03529412 0.0745098 0.14901961 0.18431373 0.03529412 0.03137255 0.03137255 0.04705882 0.03137255 0.12156863 0.03137255 0.12941176 0.092 0.065 1.768 0.1112243656 55.5431682136 8 0.0462243656 23.0835006336
transp_dark e3 0.065 0.03137255 0.03529412 0.11764706 0.03137255 0.05882353 0.04705882 0.03137255 0.03137255 0.03137255 0.03137255 0.07843137 0.10196078 0.0745098 0.04705882 0.18431373 0.10196078 0.092 0.73 0.065 0.6100680904 304.655498709 11 0.0600680904 29.9967730317
transp_dark f2 0.092 0.03137255 0.03529412 0.11764706 0.03137255 0.05882353 0.04705882 0.03137255 0.03137255 0.03137255 0.03137255 0.07843137 0.10196078 0.0745098 0.04705882 0.18431373 0.10196078 0.092 0.73 0.065 0.4580468589 228.739211936 10 0.0580468589 28.9874114438
transp_dark f3 0.73 0.03137255 0.03529412 0.11764706 0.03137255 0.05882353 0.04705882 0.03137255 0.03137255 0.03137255 0.03137255 0.07843137 0.10196078 0.0745098 0.04705882 0.18431373 0.10196078 0.092 0.73 0.065 0.3428779551 171.22622222 1 0.2928779551 146.257247158
transp_dark e3 0.065 0.03137255 0.03529412 0.11764706 0.03137255 0.05882353 0.04705882 0.03137255 0.03137255 0.03137255 0.03137255 0.07843137 0.10196078 0.0745098 0.04705882 0.18431373 0.10196078 0.092 0.73 0.065 0.9574810104 478.146389425 20 0.0574810104 28.7048383166
transp_dark f2 0.092 0.03137255 0.03529412 0.11764706 0.03137255 0.05882353 0.04705882 0.03137255 0.03137255 0.03137255 0.03137255 0.07843137 0.10196078 0.0745098 0.04705882 0.18431373 0.10196078 0.092 0.73 0.065 0.37555034 187.542141495 6 0.07555034 37.7282911254
transp_dark f3 0.73 0.03137255 0.03529412 0.11764706 0.03137255 0.05882353 0.04705882 0.03137255 0.03137255 0.03137255 0.03137255 0.07843137 0.10196078 0.0745098 0.04705882 0.18431373 0.10196078 0.092 0.73 0.065 0.2445735615 122.13502315 3 0.2945735615 147.103998211
transp_dark e3 0.73 0.1372549 0.11372549 0.03137255 0.14901961 0.03137255 0.04705882 0.07843137 0.07843137 0.16862745 0.03921569 0.03137255 0.18823529 0.05882353 0.12156863 0.07843137 0.15686275 0.171 0.065 0.73 0.540649249 269.989152327 23 0.210649249 105.19391692
transp_dark f2 0.171 0.1372549 0.11372549 0.03137255 0.14901961 0.03137255 0.04705882 0.07843137 0.07843137 0.16862745 0.03921569 0.03137255 0.18823529 0.05882353 0.12156863 0.07843137 0.15686275 0.171 0.065 0.73 0.9574123781 478.112115825 16 0.1574123781 78.6085148398
transp_dark f3 0.065 0.1372549 0.11372549 0.03137255 0.14901961 0.03137255 0.04705882 0.07843137 0.07843137 0.16862745 0.03921569 0.03137255 0.18823529 0.05882353 0.12156863 0.07843137 0.15686275 0.171 0.065 0.73 0.2648996902 132.285475192 12 0.0348996902 17.4281899087
transp_dark e3 0.73 0.1372549 0.11372549 0.03137255 0.14901961 0.03137255 0.04705882 0.07843137 0.07843137 0.16862745 0.03921569 0.03137255 0.18823529 0.05882353 0.12156863 0.07843137 0.15686275 0.171 0.065 0.73 0.7256282425 362.363869811 9 0.2756282425 137.643094256
transp_dark f2 0.171 0.1372549 0.11372549 0.03137255 0.14901961 0.03137255 0.04705882 0.07843137 0.07843137 0.16862745 0.03921569 0.03137255 0.18823529 0.05882353 0.12156863 0.07843137 0.15686275 0.171 0.065 0.73 0.2242703616 111.996021335 2 0.1242703616 62.0580712117
transp_dark f3 0.065 0.1372549 0.11372549 0.03137255 0.14901961 0.03137255 0.04705882 0.07843137 0.07843137 0.16862745 0.03921569 0.03137255 0.18823529 0.05882353 0.12156863 0.07843137 0.15686275 0.171 0.065 0.73 0.6419662821 320.584801756 12 0.0419662821 20.9571010169
transp_dark e3 1.369 0.05882353 0.03529412 0.03137255 0.03137255 0.03137255 0.0745098 0.12156863 0.15294118 0.11372549 0.03921569 0.05882353 0.03921569 0.03137255 0.04705882 0.12156863 0.03921569 0.171 0.49 1.369 0.4967191847 248.051378722 5 0.3467191847 173.144453537
transp_dark f2 0.171 0.05882353 0.03529412 0.03137255 0.03137255 0.03137255 0.0745098 0.12156863 0.15294118 0.11372549 0.03921569 0.05882353 0.03921569 0.03137255 0.04705882 0.12156863 0.03921569 0.171 0.49 1.369 0.3773398492 188.435785708 5 0.1273398492 63.5909103999
transp_dark f3 0.49 0.05882353 0.03529412 0.03137255 0.03137255 0.03137255 0.0745098 0.12156863 0.15294118 0.11372549 0.03921569 0.05882353 0.03921569 0.03137255 0.04705882 0.12156863 0.03921569 0.171 0.49 1.369 0.3427789185 171.176765353 4 0.2427789185 121.23881523
transp_dark e3 1.369 0.05882353 0.03529412 0.03137255 0.03137255 0.03137255 0.0745098 0.12156863 0.15294118 0.11372549 0.03921569 0.05882353 0.03921569 0.03137255 0.04705882 0.12156863 0.03921569 0.171 0.49 1.369 0.6921950087 345.6679982 6 0.3921950087 195.854147831
transp_dark f2 0.171 0.05882353 0.03529412 0.03137255 0.03137255 0.03137255 0.0745098 0.12156863 0.15294118 0.11372549 0.03921569 0.05882353 0.03921569 0.03137255 0.04705882 0.12156863 0.03921569 0.171 0.49 1.369 0.4852046941 242.301278158 7 0.1352046941 67.5184527274
transp_dark f3 0.49 0.05882353 0.03529412 0.03137255 0.03137255 0.03137255 0.0745098 0.12156863 0.15294118 0.11372549 0.03921569 0.05882353 0.03921569 0.03137255 0.04705882 0.12156863 0.03921569 0.171 0.49 1.369 0.6338586271 316.536005039 9 0.1838586271 91.8152294845
